sid,hemi,min_eccen,max_eccen,delta_angle,meridian,label,surface_area_mm2
146129,lh,1.0,6.0,30,horizontal,V1v,177.481201171875
146129,lh,1.0,6.0,30,vertical,V1d,116.96330261230469
146129,lh,1.0,6.0,30,vertical,V1v,93.82875061035156
146129,lh,1.0,6.0,30,vertical,V2d,155.38339233398438
146129,lh,1.0,6.0,30,vertical,V2v,178.2869873046875
146129,lh,1.0,6.0,40,horizontal,V1d,195.93191528320312
146129,lh,1.0,6.0,40,horizontal,V1v,235.36163330078125
146129,lh,1.0,6.0,40,vertical,V1d,154.2274169921875
146129,lh,1.0,6.0,40,vertical,V1v,143.8248291015625
146129,lh,1.0,6.0,40,vertical,V2d,212.93927001953125
146129,lh,1.0,6.0,40,vertical,V2v,226.5352020263672
146129,lh,1.0,6.0,50,horizontal,V1d,215.0926513671875
146129,lh,1.0,6.0,50,horizontal,V1v,312.4796447753906
146129,lh,1.0,6.0,50,vertical,V1d,196.90548706054688
146129,lh,1.0,6.0,50,vertical,V1v,221.4203338623047
146129,lh,1.0,6.0,50,vertical,V2d,253.24781799316406
146129,lh,1.0,6.0,50,vertical,V2v,194.3584747314453
146129,lh,3.5,7.0,10,horizontal,V1d,52.08333206176758
146129,lh,3.5,7.0,10,horizontal,V1v,57.56279754638672
146129,lh,3.5,7.0,10,vertical,V1d,21.727779388427734
146129,lh,3.5,7.0,10,vertical,V1v,0.0
146129,lh,3.5,7.0,10,vertical,V2d,29.359397888183594
146129,lh,3.5,7.0,10,vertical,V2v,64.91557312011719
146129,lh,3.5,7.0,20,horizontal,V1d,74.09288024902344
146129,lh,3.5,7.0,20,horizontal,V1v,92.48493957519531
146129,lh,3.5,7.0,20,vertical,V1d,34.22471618652344
146129,lh,3.5,7.0,20,vertical,V1v,27.833858489990234
146129,lh,3.5,7.0,20,vertical,V2d,50.15272903442383
146129,lh,3.5,7.0,20,vertical,V2v,52.42438888549805
146129,lh,3.5,7.0,30,horizontal,V1d,104.92427825927734
146129,lh,3.5,7.0,30,horizontal,V1v,162.26332092285156
146129,lh,3.5,7.0,30,vertical,V1d,59.34117126464844
146129,lh,3.5,7.0,30,vertical,V1v,42.538230895996094
146129,lh,3.5,7.0,30,vertical,V2d,76.59249877929688
146129,lh,3.5,7.0,30,vertical,V2v,72.78684997558594
146129,lh,3.5,7.0,40,horizontal,V1d,139.9622039794922
146129,lh,3.5,7.0,40,horizontal,V1v,210.08042907714844
146129,lh,3.5,7.0,40,vertical,V1d,92.23553466796875
146129,lh,3.5,7.0,40,vertical,V1v,78.45166015625
146129,lh,3.5,7.0,40,vertical,V2d,94.66937255859375
146129,lh,3.5,7.0,40,vertical,V2v,141.5202178955078
146129,lh,3.5,7.0,50,horizontal,V1d,195.64785766601562
146129,lh,3.5,7.0,50,horizontal,V1v,240.94845581054688
146129,lh,3.5,7.0,50,vertical,V1d,135.2945556640625
146129,lh,3.5,7.0,50,vertical,V1v,111.21986389160156
146129,lh,3.5,7.0,50,vertical,V2d,121.037353515625
146129,lh,3.5,7.0,50,vertical,V2v,150.82919311523438
146129,rh,0.0,3.5,10,horizontal,V1d,86.15933227539062
146129,rh,0.0,3.5,10,horizontal,V1v,127.46068572998047
146129,rh,0.0,3.5,10,vertical,V1d,104.84288024902344
146129,rh,0.0,3.5,10,vertical,V1v,108.15438842773438
146129,rh,0.0,3.5,10,vertical,V2d,66.7215805053711
146129,rh,0.0,3.5,10,vertical,V2v,241.27810668945312
146129,rh,0.0,3.5,20,horizontal,V1d,178.88961791992188
146129,rh,0.0,3.5,20,horizontal,V1v,162.4417724609375
146129,rh,0.0,3.5,20,vertical,V1d,132.21029663085938
146129,rh,0.0,3.5,20,vertical,V1v,112.53898620605469
146129,rh,0.0,3.5,20,vertical,V2d,112.58446502685547
146129,rh,0.0,3.5,20,vertical,V2v,215.8295135498047
146129,rh,0.0,3.5,30,horizontal,V1d,225.17449951171875
146129,rh,0.0,3.5,30,horizontal,V1v,250.24200439453125
146129,rh,0.0,3.5,30,vertical,V1d,138.57821655273438
146129,rh,0.0,3.5,30,vertical,V1v,142.91217041015625
146129,rh,0.0,3.5,30,vertical,V2d,140.35533142089844
146129,rh,0.0,3.5,30,vertical,V2v,220.9748992919922
146129,rh,0.0,3.5,40,horizontal,V1d,259.33221435546875
146129,rh,0.0,3.5,40,horizontal,V1v,269.6557312011719
146129,rh,0.0,3.5,40,vertical,V1d,147.2137908935547
146129,rh,0.0,3.5,40,vertical,V1v,166.11935424804688
146129,rh,0.0,3.5,40,vertical,V2d,199.63502502441406
146129,rh,0.0,3.5,40,vertical,V2v,237.19808959960938
146129,rh,0.0,3.5,50,horizontal,V1d,279.1951599121094
146129,rh,0.0,3.5,50,horizontal,V1v,303.83587646484375
146129,rh,0.0,3.5,50,vertical,V1d,168.9331512451172
146129,rh,0.0,3.5,50,vertical,V1v,161.41041564941406
146129,rh,0.0,3.5,50,vertical,V2d,245.47213745117188
146129,rh,0.0,3.5,50,vertical,V2v,241.27810668945312
146129,rh,1.0,6.0,10,horizontal,V1d,96.22366333007812
146129,rh,1.0,6.0,10,horizontal,V1v,155.29116821289062
146129,rh,1.0,6.0,10,vertical,V1d,88.05683898925781
146129,rh,1.0,6.0,10,vertical,V1v,90.21537780761719
146129,rh,1.0,6.0,10,vertical,V2d,50.4658088684082
146129,rh,1.0,6.0,10,vertical,V2v,53.28984069824219
146129,rh,1.0,6.0,20,horizontal,V1d,230.27078247070312
146129,rh,1.0,6.0,20,horizontal,V1v,220.30062866210938
146129,rh,1.0,6.0,20,vertical,V1d,123.33413696289062
146129,rh,1.0,6.0,20,vertical,V1v,112.99964141845703
146129,rh,1.0,6.0,20,vertical,V2d,72.0177230834961
146129,rh,1.0,6.0,20,vertical,V2v,66.19771575927734
146129,rh,1.0,6.0,30,horizontal,V1d,280.62725830078125
146129,rh,1.0,6.0,30,horizontal,V1v,305.7786865234375
146129,rh,1.0,6.0,30,vertical,V1d,169.5963592529297
146129,rh,1.0,6.0,30,vertical,V1v,148.71678161621094
146129,rh,1.0,6.0,30,vertical,V2d,96.99014282226562
146129,rh,1.0,6.0,30,vertical,V2v,122.5477294921875
146129,rh,1.0,6.0,40,horizontal,V1d,316.10693359375
146129,rh,1.0,6.0,40,horizontal,V1v,358.88525390625
146129,rh,1.0,6.0,40,vertical,V1d,195.90635681152344
146129,rh,1.0,6.0,40,vertical,V1v,204.172119140625
146129,rh,1.0,6.0,40,vertical,V2d,151.81884765625
146129,rh,1.0,6.0,40,vertical,V2v,158.9013671875
146129,rh,1.0,6.0,50,horizontal,V1d,354.1318359375
146129,rh,1.0,6.0,50,horizontal,V1v,417.7911682128906
146129,rh,1.0,6.0,50,vertical,V1d,228.35845947265625
146129,rh,1.0,6.0,50,vertical,V1v,246.36880493164062
146129,rh,1.0,6.0,50,vertical,V2d,209.21963500976562
146129,rh,1.0,6.0,50,vertical,V2v,230.22393798828125
146129,rh,3.5,7.0,10,horizontal,V1d,46.131839752197266
146129,rh,3.5,7.0,10,horizontal,V1v,81.90166473388672
146129,rh,3.5,7.0,10,vertical,V1d,44.294654846191406
146129,rh,3.5,7.0,10,vertical,V1v,0.0
146129,rh,3.5,7.0,10,vertical,V2d,0.0
146129,rh,3.5,7.0,10,vertical,V2v,0.0
146129,rh,3.5,7.0,20,horizontal,V1d,118.11734008789062
146129,rh,3.5,7.0,20,horizontal,V1v,110.25070190429688
146129,rh,3.5,7.0,20,vertical,V1d,75.56204986572266
146129,rh,3.5,7.0,20,vertical,V1v,49.28459930419922
146129,rh,3.5,7.0,20,vertical,V2d,31.06397819519043
146129,rh,3.5,7.0,20,vertical,V2v,14.440650939941406
146129,rh,3.5,7.0,30,horizontal,V1d,144.01309204101562
146129,rh,3.5,7.0,30,horizontal,V1v,151.570068359375
146129,rh,3.5,7.0,30,vertical,V1d,105.04193115234375
146129,rh,3.5,7.0,30,vertical,V1v,64.38886260986328
146129,rh,3.5,7.0,30,vertical,V2d,39.922393798828125
146129,rh,3.5,7.0,30,vertical,V2v,36.536956787109375
146129,rh,3.5,7.0,40,horizontal,V1d,175.13291931152344
146129,rh,3.5,7.0,40,horizontal,V1v,203.0550994873047
146129,rh,3.5,7.0,40,vertical,V1d,127.40837097167969
146129,rh,3.5,7.0,40,vertical,V1v,110.642333984375
146129,rh,3.5,7.0,40,vertical,V2d,77.17562103271484
146129,rh,3.5,7.0,40,vertical,V2v,66.40791320800781
146129,rh,3.5,7.0,50,horizontal,V1d,204.8011016845703
146129,rh,3.5,7.0,50,horizontal,V1v,239.12771606445312
146129,rh,3.5,7.0,50,vertical,V1d,160.73287963867188
146129,rh,3.5,7.0,50,vertical,V1v,152.71084594726562
146129,rh,3.5,7.0,50,vertical,V2d,101.8908920288086
146129,rh,3.5,7.0,50,vertical,V2v,110.27957153320312
146432,lh,0.0,3.5,10,horizontal,V1d,49.9088249206543
146432,lh,0.0,3.5,10,horizontal,V1v,107.92166900634766
146432,lh,0.0,3.5,10,vertical,V1d,86.48526000976562
146432,lh,0.0,3.5,10,vertical,V1v,99.1406021118164
146432,lh,0.0,3.5,10,vertical,V2d,159.52493286132812
146432,lh,0.0,3.5,10,vertical,V2v,314.0740966796875
146432,lh,0.0,3.5,20,horizontal,V1d,58.80054473876953
146432,lh,0.0,3.5,20,horizontal,V1v,127.64641571044922
146432,lh,0.0,3.5,20,vertical,V1d,134.04104614257812
146432,lh,0.0,3.5,20,vertical,V1v,130.86856079101562
146432,lh,0.0,3.5,20,vertical,V2d,243.80157470703125
146432,lh,0.0,3.5,20,vertical,V2v,302.97039794921875
146432,lh,0.0,3.5,30,horizontal,V1d,73.13253021240234
146432,lh,0.0,3.5,30,horizontal,V1v,145.29547119140625
146432,lh,0.0,3.5,30,vertical,V1d,144.392333984375
146432,lh,0.0,3.5,30,vertical,V1v,111.78607177734375
146432,lh,0.0,3.5,30,vertical,V2d,253.21182250976562
146432,lh,0.0,3.5,30,vertical,V2v,305.03521728515625
146432,lh,0.0,3.5,40,horizontal,V1d,108.80926513671875
146432,lh,0.0,3.5,40,horizontal,V1v,158.772705078125
146432,lh,0.0,3.5,40,vertical,V1d,158.2478485107422
146432,lh,0.0,3.5,40,vertical,V1v,101.21855163574219
146432,lh,0.0,3.5,40,vertical,V2d,260.1908874511719
146432,lh,0.0,3.5,40,vertical,V2v,252.1595001220703
146432,lh,0.0,3.5,50,horizontal,V1d,143.186767578125
146432,lh,0.0,3.5,50,horizontal,V1v,217.4734344482422
146432,lh,0.0,3.5,50,vertical,V1d,172.2330322265625
146432,lh,0.0,3.5,50,vertical,V1v,99.1406021118164
146432,lh,0.0,3.5,50,vertical,V2d,295.0543212890625
146432,lh,0.0,3.5,50,vertical,V2v,289.4687805175781
146432,lh,1.0,6.0,10,horizontal,V1d,54.933631896972656
146432,lh,1.0,6.0,10,horizontal,V1v,102.41411590576172
146432,lh,1.0,6.0,10,vertical,V1d,64.28651428222656
146432,lh,1.0,6.0,10,vertical,V1v,94.06012725830078
146432,lh,1.0,6.0,10,vertical,V2d,109.76351165771484
146432,lh,1.0,6.0,10,vertical,V2v,26.796770095825195
146432,lh,1.0,6.0,20,horizontal,V1d,40.923011779785156
146432,lh,1.0,6.0,20,horizontal,V1v,154.37091064453125
146432,lh,1.0,6.0,20,vertical,V1d,121.18431091308594
146432,lh,1.0,6.0,20,vertical,V1v,155.54531860351562
146432,lh,1.0,6.0,20,vertical,V2d,193.8463592529297
146432,lh,1.0,6.0,20,vertical,V2v,93.988525390625
146432,lh,1.0,6.0,30,horizontal,V1d,56.544578552246094
146432,lh,1.0,6.0,30,horizontal,V1v,191.29672241210938
146432,lh,1.0,6.0,30,vertical,V1d,144.11688232421875
146432,lh,1.0,6.0,30,vertical,V1v,168.170166015625
146432,lh,1.0,6.0,30,vertical,V2d,205.78848266601562
146432,lh,1.0,6.0,30,vertical,V2v,99.02981567382812
146432,lh,1.0,6.0,40,horizontal,V1d,94.61992645263672
146432,lh,1.0,6.0,40,horizontal,V1v,238.4918212890625
146432,lh,1.0,6.0,40,vertical,V1d,164.41952514648438
146432,lh,1.0,6.0,40,vertical,V1v,192.3902130126953
146432,lh,1.0,6.0,40,vertical,V2d,242.01321411132812
146432,lh,1.0,6.0,40,vertical,V2v,111.7723388671875
146432,lh,1.0,6.0,50,horizontal,V1d,132.082275390625
146432,lh,1.0,6.0,50,horizontal,V1v,288.91595458984375
146432,lh,1.0,6.0,50,vertical,V1d,205.24099731445312
146432,lh,1.0,6.0,50,vertical,V1v,258.2060546875
146432,lh,1.0,6.0,50,vertical,V2d,327.8035888671875
146432,lh,1.0,6.0,50,vertical,V2v,193.72067260742188
146432,lh,3.5,7.0,10,horizontal,V1d,31.061784744262695
146432,lh,3.5,7.0,10,horizontal,V1v,15.15078067779541
146432,lh,3.5,7.0,10,vertical,V1d,47.772220611572266
146432,lh,3.5,7.0,10,vertical,V1v,52.61885070800781
146432,lh,3.5,7.0,10,vertical,V2d,27.539196014404297
146432,lh,3.5,7.0,10,vertical,V2v,14.80053424835205
146432,lh,3.5,7.0,20,horizontal,V1d,30.414644241333008
146432,lh,3.5,7.0,20,horizontal,V1v,74.842041015625
146432,lh,3.5,7.0,20,vertical,V1d,75.91741943359375
146432,lh,3.5,7.0,20,vertical,V1v,71.70159149169922
146432,lh,3.5,7.0,20,vertical,V2d,70.47734069824219
146432,lh,3.5,7.0,20,vertical,V2v,48.64311218261719
146432,lh,3.5,7.0,30,horizontal,V1d,54.94334411621094
146432,lh,3.5,7.0,30,horizontal,V1v,97.774658203125
146432,lh,3.5,7.0,30,vertical,V1d,102.571533203125
146432,lh,3.5,7.0,30,vertical,V1v,106.80413818359375
146432,lh,3.5,7.0,30,vertical,V2d,87.3258285522461
146432,lh,3.5,7.0,30,vertical,V2v,54.622982025146484
146432,lh,3.5,7.0,40,horizontal,V1d,73.9214096069336
146432,lh,3.5,7.0,40,horizontal,V1v,126.13656616210938
146432,lh,3.5,7.0,40,vertical,V1d,134.24246215820312
146432,lh,3.5,7.0,40,vertical,V1v,134.92074584960938
146432,lh,3.5,7.0,40,vertical,V2d,122.03164672851562
146432,lh,3.5,7.0,40,vertical,V2v,79.320556640625
146432,lh,3.5,7.0,50,horizontal,V1d,94.3072509765625
146432,lh,3.5,7.0,50,horizontal,V1v,146.8175048828125
146432,lh,3.5,7.0,50,vertical,V1d,167.8406524658203
146432,lh,3.5,7.0,50,vertical,V1v,172.81289672851562
146432,lh,3.5,7.0,50,vertical,V2d,151.83114624023438
146432,lh,3.5,7.0,50,vertical,V2v,98.58834075927734
146432,rh,0.0,3.5,10,horizontal,V1d,115.16448974609375
146432,rh,0.0,3.5,10,horizontal,V1v,85.6223373413086
146432,rh,0.0,3.5,10,vertical,V1d,123.48017120361328
146432,rh,0.0,3.5,10,vertical,V1v,72.67416381835938
146432,rh,0.0,3.5,10,vertical,V2d,105.91688537597656
146432,rh,0.0,3.5,10,vertical,V2v,76.59204864501953
146432,rh,0.0,3.5,20,horizontal,V1d,138.66171264648438
146432,rh,0.0,3.5,20,horizontal,V1v,68.7837905883789
146432,rh,0.0,3.5,20,vertical,V1d,188.25296020507812
146432,rh,0.0,3.5,20,vertical,V1v,114.26405334472656
146432,rh,0.0,3.5,20,vertical,V2d,121.04017639160156
146432,rh,0.0,3.5,20,vertical,V2v,204.2223358154297
146432,rh,0.0,3.5,30,horizontal,V1d,198.54115295410156
146432,rh,0.0,3.5,30,horizontal,V1v,96.62434387207031
146432,rh,0.0,3.5,30,vertical,V1d,219.98739624023438
146432,rh,0.0,3.5,30,vertical,V1v,153.60733032226562
146432,rh,0.0,3.5,30,vertical,V2d,193.56027221679688
146432,rh,0.0,3.5,30,vertical,V2v,190.10025024414062
146432,rh,0.0,3.5,40,horizontal,V1d,233.206298828125
146432,rh,0.0,3.5,40,horizontal,V1v,137.85922241210938
146432,rh,0.0,3.5,40,vertical,V1d,242.45703125
146432,rh,0.0,3.5,40,vertical,V1v,178.36126708984375
146432,rh,0.0,3.5,40,vertical,V2d,250.25802612304688
146432,rh,0.0,3.5,40,vertical,V2v,231.8042449951172
146432,rh,0.0,3.5,50,horizontal,V1d,282.66400146484375
146432,rh,0.0,3.5,50,horizontal,V1v,229.9514923095703
146432,rh,0.0,3.5,50,vertical,V1d,268.4181823730469
146432,rh,0.0,3.5,50,vertical,V1v,239.4541015625
146432,rh,0.0,3.5,50,vertical,V2d,277.1475524902344
146432,rh,0.0,3.5,50,vertical,V2v,299.31878662109375
146432,rh,1.0,6.0,10,horizontal,V1d,109.59762573242188
146432,rh,1.0,6.0,10,horizontal,V1v,132.62794494628906
146432,rh,1.0,6.0,10,vertical,V1d,99.35001373291016
146432,rh,1.0,6.0,10,vertical,V1v,77.06039428710938
146432,rh,1.0,6.0,10,vertical,V2d,33.92784118652344
146432,rh,1.0,6.0,10,vertical,V2v,61.65979766845703
146432,rh,1.0,6.0,20,horizontal,V1d,180.72544860839844
146432,rh,1.0,6.0,20,horizontal,V1v,131.72543334960938
146432,rh,1.0,6.0,20,vertical,V1d,189.7899627685547
146432,rh,1.0,6.0,20,vertical,V1v,109.11649322509766
146432,rh,1.0,6.0,20,vertical,V2d,58.78872299194336
146432,rh,1.0,6.0,20,vertical,V2v,105.69721984863281
146432,rh,1.0,6.0,30,horizontal,V1d,216.31080627441406
146432,rh,1.0,6.0,30,horizontal,V1v,185.80714416503906
146432,rh,1.0,6.0,30,vertical,V1d,241.15931701660156
146432,rh,1.0,6.0,30,vertical,V1v,181.5275115966797
146432,rh,1.0,6.0,30,vertical,V2d,123.78592681884766
146432,rh,1.0,6.0,30,vertical,V2v,100.76828002929688
146432,rh,1.0,6.0,40,horizontal,V1d,287.71575927734375
146432,rh,1.0,6.0,40,horizontal,V1v,211.78146362304688
146432,rh,1.0,6.0,40,vertical,V1d,282.789794921875
146432,rh,1.0,6.0,40,vertical,V1v,215.37997436523438
146432,rh,1.0,6.0,40,vertical,V2d,168.47491455078125
146432,rh,1.0,6.0,40,vertical,V2v,138.36288452148438
146432,rh,1.0,6.0,50,horizontal,V1d,351.98101806640625
146432,rh,1.0,6.0,50,horizontal,V1v,275.8070068359375
146432,rh,1.0,6.0,50,vertical,V1d,364.57769775390625
146432,rh,1.0,6.0,50,vertical,V1v,333.0856628417969
146432,rh,1.0,6.0,50,vertical,V2d,212.20928955078125
146432,rh,1.0,6.0,50,vertical,V2v,213.09910583496094
146432,rh,3.5,7.0,10,horizontal,V1d,36.36540603637695
146432,rh,3.5,7.0,10,horizontal,V1v,75.22120666503906
146432,rh,3.5,7.0,10,vertical,V1d,65.15336608886719
146432,rh,3.5,7.0,10,vertical,V1v,48.311126708984375
146432,rh,3.5,7.0,10,vertical,V2d,17.99620819091797
146432,rh,3.5,7.0,10,vertical,V2v,13.345810890197754
146432,rh,3.5,7.0,20,horizontal,V1d,86.54736328125
146432,rh,3.5,7.0,20,horizontal,V1v,107.85595703125
146432,rh,3.5,7.0,20,vertical,V1d,98.0213623046875
146432,rh,3.5,7.0,20,vertical,V1v,63.24211883544922
146432,rh,3.5,7.0,20,vertical,V2d,42.227108001708984
146432,rh,3.5,7.0,20,vertical,V2v,25.462793350219727
146432,rh,3.5,7.0,30,horizontal,V1d,98.33240509033203
146432,rh,3.5,7.0,30,horizontal,V1v,152.7650146484375
146432,rh,3.5,7.0,30,vertical,V1d,125.62123107910156
146432,rh,3.5,7.0,30,vertical,V1v,133.5015411376953
146432,rh,3.5,7.0,30,vertical,V2d,73.51189422607422
146432,rh,3.5,7.0,30,vertical,V2v,35.33323287963867
146432,rh,3.5,7.0,40,horizontal,V1d,156.94883728027344
146432,rh,3.5,7.0,40,horizontal,V1v,183.8601837158203
146432,rh,3.5,7.0,40,vertical,V1d,151.05413818359375
146432,rh,3.5,7.0,40,vertical,V1v,157.96282958984375
146432,rh,3.5,7.0,40,vertical,V2d,111.77935028076172
146432,rh,3.5,7.0,40,vertical,V2v,48.58919143676758
146432,rh,3.5,7.0,50,horizontal,V1d,210.39990234375
146432,rh,3.5,7.0,50,horizontal,V1v,206.15464782714844
146432,rh,3.5,7.0,50,vertical,V1d,207.7283935546875
146432,rh,3.5,7.0,50,vertical,V1v,171.8798370361328
146432,rh,3.5,7.0,50,vertical,V2d,146.0616455078125
146432,rh,3.5,7.0,50,vertical,V2v,78.57456970214844
146735,lh,0.0,3.5,10,horizontal,V1d,55.6669921875
146735,lh,0.0,3.5,10,horizontal,V1v,61.47687530517578
146735,lh,0.0,3.5,10,vertical,V1d,61.42966079711914
146735,lh,0.0,3.5,10,vertical,V1v,47.564239501953125
146735,lh,0.0,3.5,10,vertical,V2d,27.987606048583984
146735,lh,0.0,3.5,10,vertical,V2v,249.07424926757812
146735,lh,0.0,3.5,20,horizontal,V1d,84.75466918945312
146735,lh,0.0,3.5,20,horizontal,V1v,68.98783874511719
146735,lh,0.0,3.5,20,vertical,V1d,93.92697143554688
146735,lh,0.0,3.5,20,vertical,V1v,99.10293579101562
146735,lh,0.0,3.5,20,vertical,V2d,98.52658081054688
146735,lh,0.0,3.5,20,vertical,V2v,83.67752838134766
146735,lh,0.0,3.5,30,horizontal,V1d,115.3835220336914
146735,lh,0.0,3.5,30,horizontal,V1v,92.76670837402344
146735,lh,0.0,3.5,30,vertical,V1d,104.6395263671875
146735,lh,0.0,3.5,30,vertical,V1v,94.93836212158203
146735,lh,0.0,3.5,30,vertical,V2d,117.8988037109375
146735,lh,0.0,3.5,30,vertical,V2v,85.42062377929688
146735,lh,0.0,3.5,40,horizontal,V1d,122.79600524902344
146735,lh,0.0,3.5,40,horizontal,V1v,102.01719665527344
146735,lh,0.0,3.5,40,vertical,V1d,114.15007781982422
146735,lh,0.0,3.5,40,vertical,V1v,117.01073455810547
146735,lh,0.0,3.5,40,vertical,V2d,176.85897827148438
146735,lh,0.0,3.5,40,vertical,V2v,120.86636352539062
146735,lh,0.0,3.5,50,horizontal,V1d,136.8289031982422
146735,lh,0.0,3.5,50,horizontal,V1v,138.09156799316406
146735,lh,0.0,3.5,50,vertical,V1d,136.09988403320312
146735,lh,0.0,3.5,50,vertical,V1v,161.08535766601562
146735,lh,0.0,3.5,50,vertical,V2d,212.072509765625
146735,lh,0.0,3.5,50,vertical,V2v,137.61105346679688
146735,lh,1.0,6.0,10,horizontal,V1d,48.31609344482422
146735,lh,1.0,6.0,10,horizontal,V1v,62.801292419433594
146735,lh,1.0,6.0,10,vertical,V1d,58.72034454345703
146735,lh,1.0,6.0,10,vertical,V1v,47.067996978759766
146735,lh,1.0,6.0,10,vertical,V2d,74.14600372314453
146735,lh,1.0,6.0,10,vertical,V2v,0.0
146735,lh,1.0,6.0,20,horizontal,V1d,82.53715515136719
146735,lh,1.0,6.0,20,horizontal,V1v,123.25929260253906
146735,lh,1.0,6.0,20,vertical,V1d,87.19247436523438
146735,lh,1.0,6.0,20,vertical,V1v,44.747886657714844
146735,lh,1.0,6.0,20,vertical,V2d,118.15280151367188
146735,lh,1.0,6.0,20,vertical,V2v,46.72330093383789
146735,lh,1.0,6.0,30,horizontal,V1d,122.68928527832031
146735,lh,1.0,6.0,30,horizontal,V1v,173.61532592773438
146735,lh,1.0,6.0,30,vertical,V1d,129.24200439453125
146735,lh,1.0,6.0,30,vertical,V1v,49.60366439819336
146735,lh,1.0,6.0,30,vertical,V2d,141.2059783935547
146735,lh,1.0,6.0,30,vertical,V2v,78.89837646484375
146735,lh,1.0,6.0,40,horizontal,V1d,145.79832458496094
146735,lh,1.0,6.0,40,horizontal,V1v,193.79742431640625
146735,lh,1.0,6.0,40,vertical,V1d,156.1954345703125
146735,lh,1.0,6.0,40,vertical,V1v,78.6032485961914
146735,lh,1.0,6.0,40,vertical,V2d,205.32286071777344
146735,lh,1.0,6.0,40,vertical,V2v,118.99037170410156
146735,lh,1.0,6.0,50,horizontal,V1d,189.5185089111328
146735,lh,1.0,6.0,50,horizontal,V1v,254.21713256835938
146735,lh,1.0,6.0,50,vertical,V1d,196.92449951171875
146735,lh,1.0,6.0,50,vertical,V1v,137.93722534179688
146735,lh,1.0,6.0,50,vertical,V2d,225.62037658691406
146735,lh,1.0,6.0,50,vertical,V2v,151.90953063964844
146735,lh,3.5,7.0,10,horizontal,V1d,31.535398483276367
146735,lh,3.5,7.0,10,horizontal,V1v,50.00883483886719
146735,lh,3.5,7.0,10,vertical,V1d,47.976219177246094
146735,lh,3.5,7.0,10,vertical,V1v,0.0
146735,lh,3.5,7.0,10,vertical,V2d,97.61264038085938
146735,lh,3.5,7.0,10,vertical,V2v,0.0
146735,lh,3.5,7.0,20,horizontal,V1d,46.48877716064453
146735,lh,3.5,7.0,20,horizontal,V1v,97.31016540527344
146735,lh,3.5,7.0,20,vertical,V1d,50.23539733886719
146735,lh,3.5,7.0,20,vertical,V1v,0.0
146735,lh,3.5,7.0,20,vertical,V2d,122.72245025634766
146735,lh,3.5,7.0,20,vertical,V2v,42.524078369140625
146735,lh,3.5,7.0,30,horizontal,V1d,109.58829498291016
146735,lh,3.5,7.0,30,horizontal,V1v,135.90362548828125
146735,lh,3.5,7.0,30,vertical,V1d,95.73072052001953
146735,lh,3.5,7.0,30,vertical,V1v,9.637137413024902
146735,lh,3.5,7.0,30,vertical,V2d,104.92970275878906
146735,lh,3.5,7.0,30,vertical,V2v,58.968177795410156
146735,lh,3.5,7.0,40,horizontal,V1d,131.07855224609375
146735,lh,3.5,7.0,40,horizontal,V1v,151.4149169921875
146735,lh,3.5,7.0,40,vertical,V1d,109.25506591796875
146735,lh,3.5,7.0,40,vertical,V1v,23.037321090698242
146735,lh,3.5,7.0,40,vertical,V2d,126.31099700927734
146735,lh,3.5,7.0,40,vertical,V2v,90.69544219970703
146735,lh,3.5,7.0,50,horizontal,V1d,166.6437530517578
146735,lh,3.5,7.0,50,horizontal,V1v,191.28631591796875
146735,lh,3.5,7.0,50,vertical,V1d,142.56344604492188
146735,lh,3.5,7.0,50,vertical,V1v,54.58933639526367
146735,lh,3.5,7.0,50,vertical,V2d,118.5924072265625
146735,lh,3.5,7.0,50,vertical,V2v,103.37997436523438
146735,rh,0.0,3.5,10,horizontal,V1d,73.90092468261719
146735,rh,0.0,3.5,10,horizontal,V1v,67.88346862792969
146735,rh,0.0,3.5,10,vertical,V1d,52.11429214477539
146735,rh,0.0,3.5,10,vertical,V1v,79.4633560180664
146735,rh,0.0,3.5,10,vertical,V2d,51.79344940185547
146735,rh,0.0,3.5,10,vertical,V2v,46.59971237182617
146735,rh,0.0,3.5,20,horizontal,V1d,116.20719909667969
146735,rh,0.0,3.5,20,horizontal,V1v,117.0846939086914
146735,rh,0.0,3.5,20,vertical,V1d,74.7083969116211
146735,rh,0.0,3.5,20,vertical,V1v,99.74756622314453
146735,rh,0.0,3.5,20,vertical,V2d,80.24421691894531
146735,rh,0.0,3.5,20,vertical,V2v,93.4964828491211
146735,rh,0.0,3.5,30,horizontal,V1d,147.539306640625
146735,rh,0.0,3.5,30,horizontal,V1v,168.66644287109375
146735,rh,0.0,3.5,30,vertical,V1d,98.82617950439453
146735,rh,0.0,3.5,30,vertical,V1v,110.7274169921875
146735,rh,0.0,3.5,30,vertical,V2d,191.79869079589844
146735,rh,0.0,3.5,30,vertical,V2v,139.89303588867188
146735,rh,0.0,3.5,40,horizontal,V1d,166.85931396484375
146735,rh,0.0,3.5,40,horizontal,V1v,206.1243896484375
146735,rh,0.0,3.5,40,vertical,V1d,117.95197296142578
146735,rh,0.0,3.5,40,vertical,V1v,149.48883056640625
146735,rh,0.0,3.5,40,vertical,V2d,227.74444580078125
146735,rh,0.0,3.5,40,vertical,V2v,182.53741455078125
146735,rh,0.0,3.5,50,horizontal,V1d,188.1993408203125
146735,rh,0.0,3.5,50,horizontal,V1v,239.43350219726562
